---𝑘|𝑛=𝑘·𝑛ⱼ·𝑛ᵢ |-----tⱼᵢ------|--------tₜₒₜₐₗ---------|------data e hora (utc)-------|ƒₙ(1/𝑒ᵉ) → 1/𝑒 ≈ 0.36787944117144 

----|----------|------|-------|---------|-------------|1446398661|2015/11/01 17:24:21|
 546| 273000000| 618.0|10:18.0| 318144.0|03 16:22:24.0|1446749522|2015/11/05 18:52:02|0.36793398126832786769419265638142392369201442527150225367787496367124666892272435272424386813692363090520494191426308804304314800979494280430576390851121971610946684470382248995850785065033722540593706881919570018381044803591594974290728293747175131786802809085496510118299050709581788009959671973884252353590052867772355784844819348804912956528742131912127660697376954208271120603182638918657596603967224175445471797990224130688734358758673979114108482740837186240150053307119987239890825928557071172
 547| 273500000| 591.0|09:51.0| 318735.0|03 16:32:15.0|1446750113|2015/11/05 19:01:53|0.36793393138984112192186344783315794285410326956535458668162625776046685332301903450495694998880390919190734019426154729674851447180617056226276496823456050836371548523357092532635623394533565556710262955021604599289466459405626318269744509945921380076630482655190513413671373301993047711799984594007044550259090227138924536474683773034646724909939598404346903585860348980930317291624856948886035470785193766726917251962460064156408027603338295970685746539089746999704448931809090647678583014847736013
 548| 274000000| 658.0|10:58.0| 319393.0|03 16:43:13.0|1446750771|2015/11/05 19:12:51|0.36793388164794880254829746562599158604826979733612413008036789312303018233842335788105924270658340259552611271673417066329927447423384786714077732249051397853180218463503090268910479875790310480245857161727509605805829854274701670396277045943320745410546029939005477790576123840418033725347423068809698480674034615100944123788539591082346868353538315163985536596141588019689500355450272007368292582279487783265727186304576922017095017909505120142470577809262739118700925055814376601583498305485422298
 549| 274500000| 847.0|14:07.0| 320240.0|03 16:57:20.0|1446751618|2015/11/05 19:26:58|0.3679338320420285989737922838769323969511011115863402738938581289822723059803454998804233382691532795069903536280990232661556425441038532593401622223217174792230052490617961528274313309294787974197922590414719612844804797132017917933233639820843926406383392594005342088386800969720561732708459469147928272200459390120467995174268769183429611922163984154463292284908311008122722020639673404884018982079068947665423431895414189226088270300553044537427143614952447377739603664926375232517312690145322387
 550| 275000000| 828.0|13:48.0| 321068.0|03 17:11:08.0|1446752446|2015/11/05 19:40:46|0.36793378257146216262697588595842869376340845514685576952797502892400998463436373345824081520588514321306645992173155278261959297880606325079278234443987228801193510371943731466705669507586105439244308946312544001248046938889588541641314163543211154822617222133242606611157163410867744659424612994656768046498595755325760170561105391159337568288000880955395381741237218174055262394300986153841341878061161787264940496096370448201563236125762967332804383392782343321983635555768010941187166474185541847
 551| 275500000| 590.0|09:50.0| 321658.0|03 17:20:58.0|1446753036|2015/11/05 19:50:36|0.36793373323563507459184793305958026493814528975861655495113068527726013911940649889400840758956278874997288163241090870256907862428193154559479886634037775828066010144732100860224299984720036852161657186316120090065360892591934772767061043715101226630348636845765223480515346919381746891876966039929481180383838283451160964601396166204312707192885155485428743498908020928336548420177711233949773796238517069225324686740402631041073589667312010282191801670458117969162808890593217859940493158132303907
 552| 276000000| 573.0|09:33.0| 322231.0|03 17:30:31.0|1446753609|2015/11/05 20:00:09|0.36793368403393681355752849679360273221548152581980820677948634807322977245031743577460852456351922544357894654430656376821257558014118237817482241295775731206249339147573588501298185739330931191984120329164609203217525877050991839979126235882762616083615684307142066136708886438124881759271178687442186582445927331520067846040893982309028664212835343841330991689545781052852876457500704046010160054895543113908671679061216879247484846109309088452449514406097651474986843387318596491180839423592512635
 553| 276500000| 591.0|09:51.0| 322822.0|03 17:40:22.0|1446754200|2015/11/05 20:10:00|0.36793363496576072408691936331080989018147785977901042518621928578594189057658915604641895993260730327523672388270113976638313661263350261841573449296203593171288281943845281270104790068258337254887886373029240514390392991362706340786536296671984288781295573029181148559765086627335762867520420058876851927367309711062091142861503606301108482606672530642332734645545449547587850521321111756173823664000168701693741516543707040158024226920655038138481352553447282168342911240040152465105788170615499559
 554| 277000000| 584.0|09:44.0| 323406.0|03 17:50:06.0|1446754784|2015/11/05 20:19:44|0.36793358603050398520053441512697564439426771547508716897681884997250311978382244582308669299751912197682406396612739293564446409530685805535927560778453939745911680321594132599706008566729096212085033678026628170868364062240163469517353723392476705792032417138203764879732776887388148961222025244568510282779920954056996151891124261462466427357444471318292440512949238614307993287811263401674314464517616842617929523231128852986375374694399199820054425520007222279105508964576973055291022741936445271
 555| 277500000| 599.0|09:59.0| 324005.0|03 18:00:05.0|1446755383|2015/11/05 20:29:43|0.36793353722756757927180620807508608774709020073340395451507691124794014566577097895827926964787406013550207152752300621046295957726229170552438923940132539494068983003137374823296844439978947782649090663843641405323927221169322874624326416724300107148540390875775440887623496848972999296669606612784794258282986835260451536868104529830131884416328234940810326750127391727075344093893539546307833489087264851249289072675423281238456008655175433715906087345663377804395376041239903149579823855560181127
 556| 278000000| 657.0|10:57.0| 324662.0|03 18:11:02.0|1446756040|2015/11/05 20:40:40|0.36793348855635626123022569789678618731645999033794768656593329844872111317683609245015341527583760171610941275398622410159045434807831645657551845928290091279122218558801162502510697471569010128108111593551797231555379030386357853662127522636042934662526622701157424667928594914133208598230744426842788566865400262737213023213190804867158869967605966715925504167931198815203711779543026290354296980901924356947543291561997950919377574443521769673284172976274094856776479422440808925406397470176278167
 557| 278500000| 643.0|10:43.0| 325305.0|03 18:21:45.0|1446756683|2015/11/05 20:51:23|0.36793344001627852806872114721695788308247985362122543813149318694897077487101340156232103359250089553296079451035153159819207186796976024106681788865998276855362930085659208142177732355570270725202634815049530560794178621664296365448195608878791296562052107037479694036251988650563976054530583726943102751862914986988215669688461524236713299610377174694017508898955672982127128019777450568306232525694721971906254599435880854847983161503137838702786720834162255579478522387092623226307039792105811609
 558| 279000000| 612.0|10:12.0| 325917.0|03 18:31:57.0|1446757295|2015/11/05 21:01:35|0.36793339160674658865173057195086558880145945348888809763138690690259257674393274742599143616517698663286320888720940728911481661980347519359385957432996139450805314001463905671329403347738874799173993413840014283590480719305012846326829524256317891445950446738307548295804575877981158627035680246534982137753188736871817105011176483570133974230658905356992921207477730520050660144169622748718454149541622050651310575582658392521020261188216829765799337971975134705345622843656268541143709409390189029
 559| 279500000| 657.0|10:57.0| 326574.0|03 18:42:54.0|1446757952|2015/11/05 21:12:32|0.36793334332717633382046967929465267105410159467586363327403902840024239898991174797083324661497103664456191804592546582968404934972139679328521042457856860010545416350359454108744880343752808160111796264375380259770981716250953171037547380608532736276039899479581028950116705689928519294076972528942451312988023969085323071276951208460285414078427531856265783319401706336542311765131603053034487227967069109959318334519497261947048876364164076097967206886838821072703032797557762599409322362270999497
 560| 280000000| 611.0|10:11.0| 327185.0|03 18:53:05.0|1446758563|2015/11/05 21:22:43|0.36793329517698730679194411982460677523623993209138870865018480534045895632511694404403169855664773321365462559831859499522675097533570005165378345907965007582596116129697251911809574147815140201405950384506371842879092213061974955123746627592297663488730400057603457847810996568232425149703215228649851999365882946451926998897933453017632153673118545461170072603371834889617627045577708847738022880256006304504882489968812608978651650246274313892263472601879035425568358554564506870233884810644586624
 561| 280500000| 609.0|10:09.0| 327794.0|03 19:03:14.0|1446759172|2015/11/05 21:32:52|0.36793324715560267384830103612282010783102134133110545600988991614334511055887822427655963577839915265220117772012692256122353212284570714268691259966682347466333691729540761988727828742075798423130951857274330420448027099138425997258007809826258306783274405528412616441421660662900975410984993444701153812241636553834351804741664959018372039427227652658861695605028597103959555099613887676230657415700971330764258046505648268373038637944839098923860623369093619768547415372339860019278764597205801307
 562| 281000000| 563.0|09:23.0| 328357.0|03 19:12:37.0|1446759735|2015/11/05 21:42:15|0.36793319926244919531316035177207244089422345748989434081464012212734728852536119706085698512186114090681334347114771486267705878100754856900970997732023250185195758806010660295067841875745324736796642859064661188087156506255993520036036831084832957432971061257967402846592639498373568854914871965203142752044187613482329103126364927858385178296063641192509978748570348779541687625442943907026944573662453482932623346285803467398478407749196754473671205616267010301527413997638438306050480656166824955
 563| 281500000| 677.0|11:17.0| 329034.0|03 19:23:54.0|1446760412|2015/11/05 21:53:32|0.36793315149695719681161101931218842014007921961917820362284370913892733861904881935429814958849663519677151850258166142096323832665239528864090001487197634414827933727317532160808011332870195863458659677406418188544662484273622599868643679230581521694132393902347817120083822212627884988274741621399262972306977843926520907271986329727194565368955824990795178384012289131142019022002806477879822520459450330174607570744294619923813681502623589974327331802795075519855039836801198184874269194733854207
 564| 282000000| 701.0|11:41.0| 329735.0|03 19:35:35.0|1446761113|2015/11/05 22:05:13|0.36793310385856054081060154539537809206333930429831053844614837645995654786652633273939149451386294275638493039638398169310863842716533802291134272104810863044245456281404437573263900014346327088932481033650715603650678374313003405966018797743487445778980073694555447216511763100264745492635432900801544912246175844162133587517686332523792724631977916804052481336997556229710063363862453955891134400404041475129325836565672736399366714735296747780979881862596770357861763855047008298749721950878214386
 565| 282500000| 576.0|09:36.0| 330311.0|03 19:45:11.0|1446761689|2015/11/05 22:14:49|0.36793305634669659843649754727562651101596953723152989062996069131797230322519002031273524098417756408475428805395949730500858950508822910441531566897796326110547031662536865980718117401485718933914427540863095681229844544700743653532545944959728956610090372097343064259575496313372026970169841784733835880639054369331251230369928816489849362977190324629130155066535621157034759506778384517986982791120994148130665692868422064515759526826947144121345283767316019421385294095378051185467681842247039377
 566| 283000000| 578.0|09:38.0| 330889.0|03 19:54:49.0|1446762267|2015/11/05 22:24:27|0.3679330089608062215666218780627489757306045732016570651596696998042380203309921721670253988878082522908233530214861082129668828513140675394378419085776533341210702749998637757640745310959487927710369262391955677792989523280900147996412697513293652403387577866364110805013843572683121954978693180634182170808118872088648901723178088102165525763673941483914957317569490755977208933732756072599637158632687172865484481819630388242712010939406859429227649368760395479602517928499953358570268933781198387
 567| 283500000| 581.0|09:41.0| 331470.0|03 20:04:30.0|1446762848|2015/11/05 22:34:08|0.36793296170033371519163499980447189579600805969072465397044992319895172394682011875560124960577167337877083863615762599313971010103527070678494013510011312282410254466261223989555253549527120286615170253554028940920926461555212288354838902232818102423896531013761519807153459132283506453627739089412701615737584002242741921161694218477156036312559081535476422914557677565260460516551144132344931849783842672362626945330758219278283294318777510375262039395697154732883621266335293956079454818465484975
 568| 284000000| 580.0|09:40.0| 332050.0|03 20:14:10.0|1446763428|2015/11/05 22:43:48|0.36793291456472681004565479416672209471329548285714577997462897718611376468913714760141720905001395308543481606991545713437310430854790205620564595049025690714176647114010524485384779918669465293845604730440096500663186331118312681801017979443796216826084475737482552013651701947789045982372345343565647048249151755711178778800506617857742192652306302491623088259890282812109275337755353100023108937155734656680548302887563507451907641805019309551183213837012002270157408088421352705782910689196200857
 569| 284500000| 656.0|10:56.0| 332706.0|03 20:25:06.0|1446764084|2015/11/05 22:54:44|0.36793286755343663550105589080187444088178277567979416648399631847277517379191753627269161248057585003279500155483841315355539233187510151148642657672992874062713944591333271132452851340764841889798386068033731657129434124004021713725823337703511022894137630453066270184410287450236342974410054714679567835986618893560460684774087782825434608657455490061516545964090910257017572603985706354550095572359834821939618555330673495852093062182015714173758352867700160830638437869130793347396390663727036018
 570| 285000000| 597.0|09:57.0| 333303.0|03 20:35:03.0|1446764681|2015/11/05 23:04:41|0.36793282066591769272492887377146332305924970954300185809102410848948181133378401416702879787599145776893318374696043538909437524741797303976885307136872957406823615481675049690811207208955872433814715205919197350726127360016578716042431350054429174199406734387153230413542693511801277571869859578697314600454632527186504082177296414030565349920409442513019936825955072218264794369630802072895413255706008018492975200680344213626751509738064028250205681926684883282517388898165189859233876067672558661
 571| 285500000| 614.0|10:14.0| 333917.0|03 20:45:17.0|1446765295|2015/11/05 23:14:55|0.36793277390162782809421940677794463333304043309900466863554412622928953706016495800639226478612978867093883164604216924581870699839201947378436260444497099375816141328564785582883642942489621832198139684517792199033968182078592871993489987845778345612329933513160524900471694047213874044996199273590186014365154307505569182200281751498329090714169583751717590793163737247291671627292968713834104819218055125137644354739406481076590040708444596935477323334785768585951478422220151729377763991909501976
 572| 286000000| 571.0|09:31.0| 334488.0|03 20:54:48.0|1446765866|2015/11/05 23:24:26|0.36793272726002820686660640842715911075027684160801030075936289384749154266028015250446594630382461221313117147717020156834899253223763740930478271980261839157761643035176978635913123543036959479863262215957146174692540318818036705525149363435758022031740343186014496968677311911101663752568615448925951762103939733281960246566795270051714149049551310420545118642921170803480310246898453868731472453957021560778635565797474811516474266056135828998661056292674549469309670773406259552253036558556733413
 573| 286500000| 588.0|09:48.0| 335076.0|03 21:04:36.0|1446766454|2015/11/05 23:34:14|0.36793268074058328710421691907411747756179098484801595964540575871108144004550614631667276553671880805649027383920494548055851587798369248571381598153786654919854035177926814317370402450733362189280547850424393432840822620514816578097428183353837193337480745430598854671574323503113128709694343527849086393069944338399644838840868535705590853425633031378993163032012910549379803566723228407993349020959537316588654256063434104238990130993179262060709759885070958657283167198215628668101731802710820769
 574| 287000000| 607.0|10:07.0| 335683.0|03 21:14:43.0|1446767061|2015/11/05 23:44:21|0.36793263434276079384731324060545264098402273604254284533501654910245699978221592469039499025598605744425372516690489929022441242955224725466343193055699626557850360207106753027740869502545728623925104686224627959806495445158036304463995092928870427759864492684788286931180427814970286406855773309473742535608939811521271331359665169079625348973139579238782326605295248836864858870608899504689211662926614295571229285395104174988902907148377679659323145842888944931567485185302608855486205684227085303
 575| 287500000| 568.0|09:28.0| 336251.0|03 21:24:11.0|1446767629|2015/11/05 23:53:49|0.3679325880660316935351253092127247844107120863949779341519328112988275950809616542198465282947874573631662459024470956392157526887678654588746852701847850399278933271778642171024397336428395421411447159038222569780824932995839440403574542173949902110299544583437435916061581666713179532815108249049271100561453321510611616020306502378015897698688633012541262196169505053555959704698608096405228446425888872833251287177425315114120720721533993899223503140420553875467625107190642755750563931760453534
 576| 288000000| 567.0|09:27.0| 336818.0|03 21:33:38.0|1446768196|2015/11/06 00:03:16|0.36793254190987016867103808807009770997972310920080762012916904300177595505512744781189531337141251794253730011994929036991516374885583184672973698445125214435602216804425080698141419387648274651663850354050574840511292100198850694530786078749094795265919366784355725878815213091035015035719754465380324090904512111568775638258459990681311957272921594889802653712684786270277564374477387367394213814082973212878476338528485326779187487307445469713020285748054178421005617427352664854469927594581540686
 577| 288500000| 587.0|09:47.0| 337405.0|03 21:43:25.0|1446768783|2015/11/06 00:13:03|0.36793249587375359272938005093755070879502753081646458827983104612552969158972416780005321701247798212907762516528767803218611428962228059242052983789010154672898626311561450745637630214461725708210377907814382359686699538433665399441452707002283212977236347874698798102678647186307735492805836351364404074500582235865920230721695063784769470634084034376980270953374783521608888088378477499701258850445199407335805772938231172925706706727411871833390263641731332958524308014853431320979839225212121102
 578| 289000000| 568.0|09:28.0| 337973.0|03 21:52:53.0|1446769351|2015/11/06 00:22:31|0.36793244995716250530109457799137111609266197706025348685625515534691851321787001478975449515087171800766858399623869748038204790468185577755917606513556031133760154937714755480602962585028865198508179054131209483198844303200820848596450941021085051843137193213717493794477354901123995130370441349597530823435716583987456402230690766097364667398833128449331988259161960975804006612642054839124691495884048998293296156711262382797311033982428455787285109845048583962948721609833031575037950927225629649
 579| 289500000| 567.0|09:27.0| 338540.0|03 22:02:20.0|1446769918|2015/11/06 00:31:58|0.36793240415958058747561131039989297031374955601972138793325952581626539725683373220997762622635025968689077648586190372012129107645902629808325305657419037449281392398664878451564540930503053034569330650427268370708454555827581479676241735356841510521742303245993475407386448752558281098237074295249529722165491202790527008048325630483863787578564588175381144847937808818359642580118089490090201394405695005758768571856032603697669111944673112073376842049452226985637822836047113667532707423556655552
 580| 290000000| 567.0|09:27.0| 339107.0|03 22:11:47.0|1446770485|2015/11/06 00:41:25|0.36793235848049463745626921891830592119566511559045658179449588834406154223569444691414674688567480694316066139411394749681693397760443532532752347181714892942900101073966905142349817178423191814798752465118714448425370991303727613510385294434088585553184552536354691837786577272870356530986903779958936380903681137147093348001054852336982772587526942123666469234701707215212276230232595761639449064367026315905321322968545876451573430664995197068052871142502778878362244769696378383717307637854490558
 581| 290500000| 585.0|09:45.0| 339692.0|03 22:21:32.0|1446771070|2015/11/06 00:51:10|0.3679323129193945464066773425202921897304647910381645078235061886824358346156939653533639809011630616563964698268791374841590809009268270215657731182019321800448925701711472282547435144319489344575885474879353937235007696003469957334655482309354817466499209260581810258870358980737809954115679263798624758120684779100821416685510159824779117284582939431354662737294584124773774748339408671003171598653168742087800710573925227974256082652864178821942692235113338660662441705762454362102017254855578704
 582| 291000000| 602.0|10:02.0| 340294.0|03 22:31:34.0|1446771672|2015/11/06 01:01:12|0.36793226747577327452543285411220700838286335648923505049049122134382763860294074216112995830876180667379129775758182483298493396920690877806570415230539678432510795812413373402409518021612918632989598482502979522142878688415238628817716875811565428062969240658317421381299424113187516688626555118345643305882950037124486051320791762196044012496876670296907326894323418723211127309053518902787026306383952131910386805040202212474334577562076719957448830484117165864433990754973701953935118103331968461
 583| 291500000| 589.0|09:49.0| 340883.0|03 22:41:23.0|1446772261|2015/11/06 01:11:01|0.36793222214912682734664931983397039090012258216127081305480073652828926379127493205915994466028424623329871168859108668456536412494851251771829410785869944006522075522965030996900015972974326749055195276362167395849528466035214680285685673300541161778666396422588136368713117567698089918982940195003410809955513475250128938963448339924476339396567713133092545391273678693388852255907780561193776704226034824134551494799533504324593084031752669574599015709444561533564315164520791499265400529731246156
 584| 292000000| 586.0|09:46.0| 341469.0|03 22:51:09.0|1446772847|2015/11/06 01:20:47|0.36793217693895423226378074433972270064683083707684428265311278787508097323669572138217820606978768740627286127646626831916644155921537225296546996081402186846709632720947846016276429946032996293420933869762825952282380893410446901918729338603779788868859194572258837139863167183112227866536823138794673653081244026500557283139168819262594775976766782017689680158104941402768632091987908340042234609555243752311632982381947980659677174797225542713068264725333187874511955884650683498433216049502859194
 585| 292500000| 580.0|09:40.0| 342049.0|03 23:00:49.0|1446773427|2015/11/06 01:30:27|0.3679321318447575152742592446268991175877424819362520944899625945486400075512279820894233327614206776673625200314775760385989224507194134460589876638422477209501396724881124750062250220664962086663195222872928369645378475020105642456001613884892439525454833573530244585863095875689995713293805148590795878587311917356660112976862100747120985913197495045339972599768700449407985918420607602386117943616047871263114385858337438652887043421763385311291626617922510758003089946792684301702405973550634742
 586| 293000000| 603.0|10:03.0| 342652.0|03 23:10:52.0|1446774030|2015/11/06 01:40:30|0.36793208686604167794249597716015330396220533542072458026975067161163422573515379318079737277760425773682771518698806733850075416940558354178784474451515862848739246033253221595702952910133498269841230849785318208690081884317241080233225206914036726215011910707560433735790628621478169166064313119125978557293928388707830087100854877505495038990340830367054100733862589689486964025837828805911941810456706355381084783267101976331223284844451080565535434082283397038855975491024160152603838294566123925
 587| 293500000| 563.0|09:23.0| 343215.0|03 23:20:15.0|1446774593|2015/11/06 01:49:53|0.36793204200231467457882626479389188879475098081599151408042369397818035109148513591692449615049078469187424533358724569827558335109839437479498826302180844295641117831699407041702506386063359642716323821416584433708282677564473968723222628376273115924238049365450237452825809183413154145186681320531084014856980879725054108675321111732263650446605082256514302897814365349893967556030752492622144779665213763366883131677638481944464786667687605287697814426692099457678605567750587359398841217208519647
 588| 294000000| 585.0|09:45.0| 343800.0|03 23:30:00.0|1446775178|2015/11/06 01:59:38|0.36793199725308738963201073877608292316987125430305748872092765873836721468568060701655978616943631886153499752538107162178629364575655557782576542159550270365408194005119730814344098608351820509873586555750795598759212086333156390240320802798812289965257304361092319454026347335469784191114998599191978572448685005254529596527887585658343626389267946240287405435447948654241818580619549158903389868180053705103531294825842563626780646925908175582239605938134311452901252379161240619054649088543026477
 589| 294500000| 571.0|09:31.0| 344371.0|03 23:39:31.0|1446775749|2015/11/06 02:09:09|0.36793195261787361529293473422576202070289430345411140839774981239144451897921983591478498760275661831187199382183945856997140041306705027235687242643610008699754321179854668436936125307871744219846474065229437169837268620597434222035366596361651394811903324194276509811242812529794821630034246645856558620485049044924158588910847075237540715915928561561841247043104047960128818787796454444060506910835524075936868580809159755274395906362957547791444172122158447576564538983319321637688575252671241111
 590| 295000000| 563.0|09:23.0| 344934.0|03 23:48:54.0|1446776312|2015/11/06 02:18:32|0.3679319080961900293071781620964311796709385893989017347667503509438837870887848113801333644216221743142412049700691809328275543451336473624500799169511035184824747450003948607491863617736092987618294930207762543234305331074454899210301787201929365017322134884088681544941293110211006494954293888921776974997031899824329325587643902068691167791983985675422568462027200849293603153491618412455653140265462105223110983966199939330827143813946071166893711886202184823833299654651685582466422183977680686
 591| 295500000| 565.0|09:25.0| 345499.0|03 23:58:19.0|1446776877|2015/11/06 02:27:57|0.36793186368755617299415763381887522116350643015117968799187583360707128688145564390455228790662623413768566062288869203885038753674465699118824896709677045178169745237411617024197715800257685396233127265155597770435860709856012792586155629313817667935770487483405609177107153728229558813995033707968892771652892947736386921140429491428686041004875893238972030929307352245022611316343694724133635851620565297823806479917945659896233300174039356637644652892528374629947669085735533924625959136902403019
 592| 296000000| 560.0|09:20.0| 346059.0|04 00:07:39.0|1446777437|2015/11/06 02:37:17|0.36793181939149442947057174348623341790916217385009013272232003366216292332884025053641999727218793326055486907007561719283184498134053220091831378103875319916311484341873416713136801389587365600826366236976175672726711864141685139609593593590457519680933206940632448627667582892504124401863526122559092614559639783708770130054613649415822242750758516617927076835483970743183459755235868698732179806085061346849474284922792818205760198365217246641942724713433155638272177476605812383450388744492101326
 593| 296500000| 559.0|09:19.0| 346618.0|04 00:16:58.0|1446777996|2015/11/06 02:46:36|0.36793177520753000207590912340518695429399789038068072742909604048884120039340252548467480258460021406979128683906285315284854319258557254756228826506443634291136556168971423910862184420510075951551105589748312763938148748545840928499087534108603984844882179465381588499326994401897249144799906038668917912931706769315230934719891591817723973083504743494343436106889991556932495285683417303983937600340844776240707693182682995965760232861026426896487963173958291226153625756320998671730222616531790521
 594| 297000000| 579.0|09:39.0| 347197.0|04 00:26:37.0|1446778575|2015/11/06 02:56:15|0.36793173113519089299780718877326420852419008145969281626991283066029459933475237763463450096552250431394632489610690399372694224155079950904124325719500240727883902130773268251394780706390923956774302497353942569816323671894300267147072100727089980232830095176321581092863639382440805086294750965736270730763212503670128173891679439376600545927171869091754523823898113722683664174386109792422734017024512726589024347015053614381118488334413776435779651532587632166498760004287270665924227037353426822
 595| 297500000| 563.0|09:23.0| 347760.0|04 00:36:00.0|1446779138|2015/11/06 03:05:38|0.3679316871740078820950773827189399898821815541036669346613605827440732305784553629201867672734020369692266623577431427486526116939567347813071968812094096931466357424006266151212822280803330452862526123781556905488160143116645739912785964903867440237639763208414909499838788693788135613416598558855442193709050741903117393690371879562062075061796988129313564826442887276310178344942435045312043306643471124111310789947147943751419072579638092151835282350098801135991052157298344043619210092857985818
 596| 298000000| 573.0|09:33.0| 348333.0|04 00:45:33.0|1446779711|2015/11/06 03:15:11|0.36793164332351450591624023040811064937240508166796226923323336443726338898080123280496653941192618678394870413826628021112519422963862897270637443106089133619612779453364502404180892723657321729120198531611886710502282247348012414727510954030156979142207709362762218480575775662777533844109437582063520287255215362058636250524993786971335751305742212568070444723594639676055723627399487388936622562429286582908242734911032567348407495156649154387046798654568007203638965857231761896786853534766132346
 597| 298500000| 566.0|09:26.0| 348899.0|04 00:54:59.0|1446780277|2015/11/06 03:24:37|0.367931599583247036911440616713877593237824857295208488915828044286250460413438506612199645172911406284533295763851967248495537710546458283904468329367222928853985703897465034294480874709155279221090990075912203897503430277364189275007372775457163196154839847752062559948342526721145750173352450787322918937075787325009237582668283867292990994453544528469539521163272117788113119912420188779744450083164401180154908403278220302360243937718200802390345043197098543151704242590255615507354698127631766
 598| 299000000| 576.0|09:36.0| 349475.0|04 01:04:35.0|1446780853|2015/11/06 03:34:13|0.36793155595274446283564042229127803154706030949905233416237998304856843993467573252235011078350632296688892709454106112286861097898389689515722203750369689565270186679948671584912177254366739054730618586520669948124170702061645218386067159749221626573320299620968608485555841212482432928474090402297379162369071173832935373048770752884628776241010491030745778898213785079150630695067673149638074043117969065809890975480500570833596023575712730693666284527991848112356797567510040364193161562588195472
 599| 299500000| 578.0|09:38.0| 350053.0|04 01:14:13.0|1446781431|2015/11/06 03:43:51|0.36793151243154846634101199391041010776437403152170042628654646398840167915271800728169667231883352354064177124537309257565359181393186993990949750173935265782371630831024135440590127397814164725302770676087191682675590564495135482512081956484835456812359443754634716427641377659547504806268353065869099425131404975089897879329332197016646069697630451771341472195934749817622883844714585358712266855349770238130540457645967920468840324318373850650843727582624688346368211686723470252768323628861966269
 600| 300000000| 564.0|09:24.0| 350617.0|04 01:23:37.0|1446781995|2015/11/06 03:53:15|0.36793146901920340475648189258898486780231062617047845626885958455679277507967524129296808104713411741948862017181784716623531498236009929130965957589977512234079282526030223925351025568320827682646688226890687354031407365692433839319492365534487124919664413943374759921108463498484664997416224709161305532884246065071229028519095183558524813701471127071535562951187154907710449088255109508098601742683225728869662959021083054536966651074705817035170821384959151003357866415673252816431200397202318578
 601| 300500000| 558.0|09:18.0| 351175.0|04 01:32:55.0|1446782553|2015/11/06 04:02:33|0.36793142571525629005239996333235315483093768093656719659638907456539539241939229136623903508548359493328439724108516369938681586728894956667805313585754621433589673623013448211220421062614003222938870366857599114597547913154475456220075743016570317602422811285925831119825555734857978041517559752164853702142967921774619131757386550748077102787013130644041987625650637223313736556644498682643646004833352565694842756821961290132082740681027933347393538120598415106291067166276180842074090379076117429
 602| 301000000| 553.0|09:13.0| 351728.0|04 01:42:08.0|1446783106|2015/11/06 04:11:46|0.36793138251925676898833400893614018632814651165491601040186354760158061091859823089849988336001927763964587070623945990378251842670762862160509890724269329186250933514407752990205769029365970343124053694127947133598371305416881816354528673396944858021167274311434301489760863360864256074444565110997345823209889137576286530570609324330375196539186056627408662026745858402548183341786796741280556125103539162646304333132643384217033823077664834202899229095707762180818163273706682210891647839870290238
 603| 301500000| 551.0|09:11.0| 352279.0|04 01:51:19.0|1446783657|2015/11/06 04:20:57|0.36793133943075710344201523303336387932657115993302810618433801947616663387885616282499022884698445874189511191027581431479634790427692652406567828250495405044182051710177110278735027793468807243053732431204371055715234479538062380301534843225053198918524711981221081192803340803020042578795483336868677060820570605169277904804107636362503573866612285010349528216823116992731836074184210128831902465124057747912065460284244608703858128517030139105618529642246493558497491045646977510645910286652900105
 604| 302000000| 551.0|09:11.0| 352830.0|04 02:00:30.0|1446784208|2015/11/06 04:30:08|0.36793129644931215091748414997478017043842993287179453232358166308585912399000190062319144494927034088033954036135778153706074661146566295528758626921938176305996033566031162990976356601981363919278529809998906031315090421161501443738008496652291738249270636013827424495935248829952176941603856614974610351885848542689972637694775353198700743232192870794719253611199532703180782859822055159819462867724572134185664507568336323478156576159511916101959719704948950183379851122745276003385322510554782614
 605| 302500000| 552.0|09:12.0| 353382.0|04 02:09:42.0|1446784760|2015/11/06 04:39:20|0.36793125357447934523051084672141547675096266124072905481843450402232500010203827217405231803774513673227999769047759497190858801079261858492332984350025570121123317714106677757699334539074517219567506816319085138670384089235321788658085513040610460446140495864087678404148596785857033706214033398434094723243318577711320344239264646171564656940670470622142603732916360863389969610793899398930926685406265151781258076805367465033683793463715483592767802826737823042141278492116937304996379199431649312
 606| 303000000| 551.0|09:11.0| 353933.0|04 02:18:53.0|1446785311|2015/11/06 04:48:31|0.36793121080581867736938733010964560835715231228382566912994347407944973755249024633474395443907006183658872144180755863862285940287762629977791069496919547159093672999813365237898279394799837478898671744280560920662266319402912016478197547129748942711481835714203300396016790026898999533443897207892129777103024438037054182812209769614175250696181827937384248304305646242162527267853780544366191234705984329139993310101921724278482221402811114011325461959656665876834499050261458191813215833741236145
 607| 303500000| 551.0|09:11.0| 354484.0|04 02:28:04.0|1446785862|2015/11/06 04:57:42|0.36793116814289267652921320693600916806370502580788034630377561169710447577180768550513763698952441720245614535825145332903571166819334756874291871091935320587846598575568153933154474749524294707764946521289064522953733017587878978389878722160266496066424669961428156188078351479754240341142531889321056759485960512625931200097950262750325716936972655345881189861311581564942805481338751307144249663746157147537476059907114673840316289709336209955321419106127964157389966074462515622914291465006646446
