   k     k*nj*ni   tji        t total   fn

2015-11-01 17:24:21-01:00
0073   036500000   593   0 13:20:08.0   0.3680286101986934037120615388581894417026868927222847406686781831059587219990919034067319161596299650914791389025788569790690723017341494363650305617012738453086915839580164084926790241619737849140722066555434396083477061366369702694750453494127581117765088637289379358091336867033681912358811142228850269144583924628387850614729565359428590941283822934413935319764891513123755394716618974235717219540703508675006275155916588281604578531216480328890346327309717811329950573771261015505170981930509532
0074   037000000   593   0 13:30:01.0   0.36802759877010568578357072865775785153922598800209357798326230688057609646176965163610269791504960204784829693772093446032607852533877498375753403736824251615929515824003121782351636180986181645326571375842111139008525082766733136806687268451637888377242164430589187684045445907649101842343727917254257311309838228088078448754842889524856130504115822314190289221186770313410215607715650402379353139374412002754704024189804197218155159989995047630758388160777337169352380606124817135093539171794639663
0075   037500000   591   0 13:39:52.0   0.36802660763946825740596474148659199931928538315727175586906082392447254734121266709725790563038899892327587765970674359558797411565843470141143972647595419622766541403594285131054051051695944816046319983432073711707251483871990356469341309283510794118136262763358039496476918095285074761452158879704731595104677446912446874118009244826815612468722788041035020557416780357269912513999125243251777068763952057744687870801719255275359433117010091524608554091373209476523922314243628171763729099002906729
0076   038000000   589   0 13:49:41.0   0.36802563613682940258610248172065993786760014874850160038765071900867559476899107936548883630073539516925378876216502058427757507563556468412993719050763575453164922210688895274946905501015265061076768618054854475387243850342390053827850822892031224875769647869771926622324283967234063654562328023071287835240130327189541350065732191398736451640725812433188414971342883063194704703681145290760586596665674729127909052173246264820988064119142689144654926493558436321424427322057200198289097965607188065
0077   038500000   588   0 13:59:29.0   0.36802468362279130049365207557648684136552258750531594701240903343124754896643377801941531194591608787952926222047667432559015300875304174845959535588119385670672522589981329949213568574468643316399442942520544461628216312975928090451911878768406078570753453216178897867468359611512390907760019437093445047638854509518061616848795104113321456583525443245061407660258590477121087905442423540282800578451682893059526685355992935442209692136711162360759903644319223134178980496749249579151778770729082877
0078   039000000   587   0 14:09:16.0   0.36802374948674149472300114737405421186984381351345808616057322086821166054709068146694360053764137963057146718362976549506588161473856692213765808189959666232556721481533333132774664598246363195188680121041555050418313930901543996797215044650754377305406498354497870911011743272236101058776264228362888199933050723626906875726785342452346192489929630141420150728876335700062706908110460946736556835396178433592853067766482104409091245942901334708176118138191849380301945632019215847211756562132862639
0079   039500000   587   0 14:19:03.0   0.36802283314520788891858161456612725565030243170197896092619450479160365213863134587989528653438282006144672254178037688274881741620212446359564464468604968632755394241438280527426636545614350685461847669984195579668831368873368082368242719281019202439611418365344205755034506199774706485755510249968424761098952980951822657227270655906196614956092007279328727734814016706606937345697937749227619436847160391977191566367200538835358933047603327388097686705356343551455807217726577176488189534700375348
0080   040000000   588   0 14:28:51.0   0.36802193404032719994489811169975621039248628663011565778457927498431154356508121453585323234675760076145454830843598421366634108901969635800053788903622576494760797796978414409834664516367730182589409538440162201377750653083219698368896918444337029776482899684593921913259069401379117467587211785090502361614224500398997144735214511461703631849122005825882658179090278726272155221267702323183736876163776384603034273344217241779099310112480850796444671084306014648934981641762368936710230810647798244
0081   040500000   587   0 14:38:38.0   0.36802105163841773504800879564416429131747759781981940504118710632927878997319946642939042282950660588773965773621886985501660709142168776746521201098103638058313594363686585819863533674286282978857852797079721446851775431194025773307345543114611976606808036815676766564539860098817662664110806316033203090501893064370631692849907638060830294822608314430322131007483468331987633710760250340103587325270111796119143079083734049275552793970823459951732594104990029651327190734658807206164106063585613844
0082   041000000   588   0 14:48:26.0   0.36802018542864819746716904463597933807686727270477899624368656830173136413400982888550685434428900924781523135200973198681432972901360119280117626860886304895912201036745527137764935410283695961985891705806754792797472687842792599255316869156239708265435327655816059574548224946561897206567682646558615657162167524507255322430084334238166491754274904682950658750858193353525118457289764775453660604626186192639672912083873869047888655890904124444059036097221888964165291182515491002019705103482726102
0083   041500000   587   0 14:58:13.0   0.3680193349217949768799140637988974266073660417484837949885426924394995236121124402701946132409522989176875853016636939910039832220046434265079310724403794469755325165655466219325835282822280564420209573164602530608909544467649734827751633108935501977480768114333902897843033122857202106937011596476410531503011531204732909525349234892085746858242087506568479377881337069423540708755405991859084003932330729458753463575951473087529823069866144053394955327412816467665450866710267762296457678144599894
